,sequ1,sequ2,sequ3,sequ4,sequ5,sequ6,sequ7,sequ8,sequ9,sequ10,sequ11,sequ12,sequ13,sequ14,sequ15,sequ16,sequ17,sequ18,sequ19,sequ20,sequ21,sequ22,sequ23,sequ24,sequ25,sequ26,sequ27,sequ28,sequ29,sequ30,sequ31,sequ32,sequ33,sequ34,sequ35,sequ36,domain1,domain2,domain3,domain4,domain5,domain6,domain7,domain8,domain9,domain10,domain11,domain12,domain13,domain14,domain15,domain16,domain17,domain18,domain19,domain20,domain21,domain22,domain23,domain24,domain25,domain26,domain27,domain28,domain29,domain30,domain31,domian32,domain33,domain34,domain35,domain36,ort1,ort2,ort3,ort4,ort5,ort6,ort7,ort8,ort9,ort10,ort11,ort12,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,label,pro_id
581,0.0308444354999473,0.0174511578362193,0.013365159190311,0.0139028317440323,0.0114794277162902,0.0198969120992321,0.0177175978227567,0.0168213350145912,0.0145893798201867,0.0223263428128649,0.0277599482886164,0.0271334366334208,0.0238744596397422,0.0153324213080409,0.0202729707569744,0.0130660057141115,0.0088304012253129,0.0245327821136018,0.025151044832364,0.020677765098292,0.0239088042669281,0.0456452671504283,0.0362486018903411,0.0280157526253229,0.0307338570159894,0.020907761129677,0.0167765735977333,0.0227102700982781,0.0174426774222233,0.0171427932671286,0.0242884766832085,0.0182017894357711,0.0297151983051468,0.0366953678435743,0.036589524765481,0.0373737835230842,0.183407131946829,0.201645021476362,0.196852510399442,0.174420428449375,0.165361034436687,0.176900976885297,0.185236136394204,0.195882550404746,0.190420340355908,0.186667130957804,0.17256251488357,0.192998654472914,0.187056726182017,0.199874268404211,0.197460758635922,0.197007097904079,0.20072373497729,0.176626727251742,0.177144195981047,0.193055779797841,0.168034276967159,0.201108832120493,0.167823443778738,0.191708486147512,0.194527036346548,0.1890692171175,0.177732925810342,0.172170900241286,0.167959804843411,0.187852196532215,0.192999758856967,0.176443671477615,0.177563296107234,0.197270952009732,0.18352253472022,0.197109705851826,0.898989898989899,0.808182838485869,0.726548208335781,0.653159500423076,0.587183793309634,0.527872299035934,0.47455186478988,0.426617332992923,0.383524673094648,0.344784807125491,0.309958058930997,0.278649164089482,0.181674565560821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,4655
583,0.0233283996608452,0.0252899366995043,0.0201704736485913,0.012138359384714,0.0112669862865805,0.00672837130251953,0.00496482122963424,0.00440939018567148,0.0067327205863478,0.00545048149937891,0.0086271995875848,0.0200486534655306,0.0165846774239293,0.0251743440208293,0.0188998020429146,0.0138769991954562,0.00984489676086245,0.0102932116396261,0.00642979909085708,0.0119328196146766,0.00468745679873815,0.0113202595991023,0.0120712155232514,0.0310625601121903,0.0288649720896697,0.0210651025439317,0.0218718699078607,0.0173132419247939,0.0106690321681791,0.00683697540901588,0.00457953116387728,0.0140719723771129,0.00681688200440458,0.0110408244134982,0.0199863542147723,0.0332065674185561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828282828282828,0.686052443628201,0.568245458358712,0.470667955408227,0.389846185287622,0.322902900945303,0.267454928055706,0.22152832424816,0.183488106953022,0.151980048183311,0.125882464151833,0.104266283438892,0.0,0.0847814639283834,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3168
584,0.0114060153819346,0.00476943204353522,0.00462151810945452,0.00428188967372355,0.00308040152511352,0.00268248073580062,0.00292933304943319,0.00369962903367564,0.00415748196229998,0.00960281967686551,0.0159423834319889,0.0185442051575749,0.0110876047964219,0.00463824131725719,0.00549267663325354,0.00336412102764504,0.00300062161587774,0.0046501688814906,0.00601407935152901,0.00556947623611157,0.00367969991005146,0.0240974375811908,0.0264494764823248,0.016093931065276,0.0105381604258899,0.00678414776910953,0.00422783129563762,0.00687987597473828,0.00242379635729277,0.00411785106344564,0.00349401257405493,0.0041715332969664,0.00720576449776443,0.0243366702351595,0.0224029111068469,0.0194518514817248,0.327020756192574,0.327865543454405,0.333494372296907,0.306014995091323,0.33937684248846,0.322958594223757,0.327521713589277,0.327373053406901,0.334071387835164,0.347588160700319,0.330151417667907,0.324212800884817,0.310432372814953,0.345260803120285,0.323512082249709,0.327720394196312,0.312640993241259,0.32946627199656,0.311062221022653,0.312867041359434,0.327214470867575,0.32722445512825,0.311498345622798,0.333530296892962,0.316175552448216,0.342478490333564,0.325278540269774,0.332129244229833,0.362902681721653,0.316415497321204,0.308301465741829,0.32577597454406,0.321906321054145,0.311142367343969,0.348071333298683,0.312966180583031,0.626262626262626,0.392204877053362,0.245623256336449,0.153824665584443,0.0963346390528834,0.0603307840533209,0.0377829152657161,0.0236620277421657,0.0148186436365078,0.00928036268144932,0.00581194430555412,0.00363980350448844,0.0,0.0847814639283834,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,2125
587,0.0036031073111144,0.00154386218138432,0.00347883503537914,0.00298895673848656,0.00287554743007884,0.00701657127922159,0.0077083055702924,0.0104423583644382,0.0715501624855325,0.00444463559459385,0.00608812176708506,0.00933612155140631,0.00193714481710077,0.00205688817838842,0.0030542612561904,0.00347675896767686,0.00484386092451751,0.00975278597753873,0.0170029381169563,0.072973781656304,0.00367045440973908,0.00802762259984069,0.00765520109129414,0.00931027511548052,0.00398238775742119,0.00277659511807294,0.0045310223726439,0.00666613219523433,0.00686020960530613,0.00848187813218505,0.0142474297325024,0.0841954511812407,0.00527278942839388,0.00716042866895976,0.00996474671635036,0.0112194204990263,0.317984669980375,0.324023787558562,0.349618184480932,0.321385688994861,0.343606710410143,0.33729547398994,0.310479380858286,0.313302946414478,0.341638763934101,0.330695772377009,0.31636916714854,0.34307589116334,0.322386988215871,0.36344844868007,0.334999835910362,0.346905807465795,0.329344417663615,0.324754988495031,0.318551786197742,0.324865029590973,0.333228635792595,0.313579533870786,0.348104973050016,0.350035889184291,0.31796870507651,0.336556198781767,0.300939660532053,0.329095467803457,0.384049215522577,0.320474718948711,0.328305271313258,0.319238334493308,0.362509965111329,0.320326659425071,0.34132408146868,0.340706488023045,0.141414141414141,0.0199979593918988,0.00282799425744023,0.000399918379840033,5.65541143208128e-05,7.99755152011494e-06,1.13096688163242e-06,1.59934710533877e-07,2.26170297724675e-08,3.19836784661156e-09,4.5229444295517e-10,6.39608303168928e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3285
589,0.0275741007867787,0.0256850900982441,0.0277291104464228,0.0186258391035991,0.0153944206829837,0.0223687865741715,0.0208504806132508,0.0209024617192272,0.0341764693882955,0.0192400280835816,0.0195480628223184,0.0275602306004748,0.019966185044712,0.0271820627458328,0.0238848215153872,0.0257114963499251,0.0190182271533572,0.0276119465403904,0.0293359563605429,0.0301669622103253,0.0178437705103797,0.0269384296120909,0.0188874910706248,0.0217841339249471,0.0244422717205864,0.0325694598779204,0.0338563404910905,0.0376856891301461,0.0311089947682586,0.0292613604759008,0.0266291242915309,0.0313560258874063,0.018391856938821,0.0286710006383983,0.0320975723980886,0.0254258288288446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585858585858586,0.343230282624222,0.201084408002069,0.117807026910303,0.0690182581898747,0.0404349391415427,0.0236891562647422,0.0138784955894449,0.00813083579987683,0.0047635199635642,0.00279074906956287,0.00163498430338026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3762
593,0.00464732003234622,0.0020768624944379,0.00603505980818346,0.00370387286764295,0.0042640044600985,0.00665077878741022,0.00638966310280804,0.0145855874579737,0.108072716029855,0.0040749658013646,0.00886317339441504,0.0161861664036675,0.00514023048700429,0.0025485745056635,0.00500998719162889,0.00411504075722561,0.00422230343434879,0.0084080081858231,0.0128595981954191,0.0921134211264219,0.0144876622375638,0.00869780600327616,0.0181767339097619,0.0139282562210086,0.00607632112023879,0.00310978654819601,0.00576905291644397,0.00677300448014498,0.00391702816691992,0.00640057330401958,0.0123477725969063,0.140260861258645,0.0130504399513154,0.0119486901752262,0.0239665661511004,0.0208214945557018,0.186522061315432,0.19088331315045,0.180279847152036,0.163210853618417,0.141251131610118,0.176715039654105,0.198642304504259,0.162109127504192,0.163059205112934,0.187162250672897,0.161507900483834,0.16288472158407,0.208649188146062,0.141207184328143,0.159873975427181,0.191501253160276,0.195688392013607,0.162626534652336,0.162607849369103,0.186594472762486,0.159623143948582,0.18091355308962,0.197166491530566,0.176294602284676,0.215013182982568,0.177737224155297,0.175528482018251,0.178613732551548,0.171838055844151,0.179079459834325,0.174960555922751,0.184014833864813,0.169778826015516,0.223750585819891,0.187197269656773,0.159237446938631,0.939393939393939,0.882460973370064,0.828978490135515,0.778737369521242,0.731541165307833,0.687205337107358,0.645556528797821,0.606431890688863,0.569678442768326,0.535152476539942,0.502718993113279,0.472251175348838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3306
596,0.02299562736618,0.0209707961129687,0.0267472493563531,0.020435947592901,0.0171698254876925,0.0285207542702138,0.0188238414951992,0.0288429109339715,0.0472708992875025,0.0130072215417067,0.0262874720131408,0.0247753991301803,0.0240868665588504,0.0197002340895478,0.0224617191326554,0.0184726283880603,0.0196755046189779,0.0365478106049779,0.0374840630896554,0.0631868860729974,0.0392470502033701,0.0419301230768339,0.0323219611864419,0.0323364866351766,0.0244129170373386,0.0219165918168122,0.0218381797893162,0.0320615585350563,0.0264128892101324,0.0301229781242923,0.0322828664051885,0.0841398259379072,0.0317053647643828,0.0405611188289968,0.0516148284223843,0.0478209571686725,0.176885659108439,0.185295269075976,0.181838469258209,0.174366315786547,0.18550537273474,0.189395829268291,0.182888524559032,0.172396047494504,0.170149466702006,0.166649337573483,0.195525585273347,0.187797152903943,0.1831815674426,0.186422123075682,0.173512027141233,0.191127983486676,0.170688964405792,0.180835938234282,0.18134257251745,0.196223232577174,0.192476564482408,0.176537426883177,0.191113517284962,0.183235869196294,0.182842212989497,0.187649785859265,0.173685035353015,0.193825236831342,0.155206571428767,0.180716137880304,0.174056711546001,0.183767788048476,0.180740614124557,0.187452990561195,0.17965846410549,0.195437328309489,0.939393939393939,0.882460973370064,0.828978490135515,0.778737369521242,0.731541165307833,0.687205337107358,0.645556528797821,0.606431890688863,0.569678442768326,0.535152476539942,0.502718993113279,0.472251175348838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,2453
597,0.00909956762525972,0.00757227699373728,0.00478234054088415,0.0057117215263596,0.00579661808402577,0.00990966009733213,0.00895614779684055,0.00935110055185336,0.00557604543820608,0.00697214566822333,0.0088726123056764,0.00932545213339473,0.00957527204888184,0.00732612769127542,0.00734853611616849,0.00758429055608965,0.00547970656123371,0.0131712896844404,0.0109611438082355,0.0149470347257569,0.00537162205018931,0.0152102327344713,0.0130616138805218,0.010053398280025,0.0134833662360443,0.00912574279246545,0.0061901514086758,0.0102329800355079,0.00825605689814643,0.00864972538818474,0.0102671958577241,0.0131125202020778,0.00987075366309912,0.0139987105149529,0.0129499056650818,0.0114962631159283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000668264797679428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00547133184025156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404040404040404,0.00163248648097133,6.59590497362154e-05,2.66501211055416e-06,1.07677256992087e-07,4.35059624210453e-09,1.75781666347658e-10,7.10228954940032e-12,2.86961193915164e-13,1.159439167334e-14,4.68460269629898e-16,1.89276876618141e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,1615
600,0.000424569994313891,0.000514620766873371,0.000609430995708539,0.00066928296737423,0.000713196405524813,0.000509893019474031,0.000743395676455968,0.000940433299273206,0.00124397099000094,0.000369669877582746,0.000453069559619252,0.000629521348647925,0.000586241214415328,0.000819477310680937,0.000907123826201352,0.000473079516531901,0.000521536625662489,0.00120653030059189,0.00234188785026294,0.00124041783005028,0.000342082654039857,0.000917858883737304,0.00130499625341305,0.000785587685939988,0.00079256368186855,0.00107361681475507,0.000581116275598862,0.00149620603502505,0.000724974814379536,0.00105184238454828,0.000825446330031395,0.000848211756434116,0.00152121696930387,0.00109822526966618,0.0010376982648594,0.000917952549125568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187993680884676,0.0,0.0,0.0,0.0,1,0,0.0,0,1,322
607,0.0590611303947163,0.0489165418383803,0.0452671784063746,0.0441422534255718,0.0422682682777948,0.0550241068311859,0.0447276417033193,0.0178859763605118,0.020143601101888,0.0329779933981115,0.0389545419509109,0.0547790300399502,0.0310792776848279,0.0523891841090268,0.0216960749019733,0.0141548400465764,0.0336283970079279,0.0614702030399366,0.0753422812466742,0.0464660510912667,0.0175941430859778,0.0744776953825638,0.0566857724296385,0.0505323934160924,0.0346477511455813,0.0658238209936292,0.051306673799716,0.0862188754850342,0.0626616276038227,0.0738863334161216,0.0448115610676482,0.0374047499622036,0.049731209685246,0.0407221926719216,0.0748848532125458,0.0650580659875076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797979797979798,0.636771757983879,0.508130998795217,0.40547827176588,0.323563469388935,0.258197111936625,0.206036079222155,0.164412628874245,0.131197956374397,0.104693318723004,0.0835431533244174,0.0666657486124139,0.0,0.0847814639283834,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,2569
610,0.110376722583396,0.0658990219226737,0.0525126376151795,0.0452070244531559,0.0434822197605376,0.049670232517996,0.0452763407115987,0.0573753028593369,0.0891076034797064,0.100911282315491,0.100156679669323,0.122703315370797,0.0892106163803188,0.0526923917034549,0.0429593913765329,0.041736125962904,0.0345857384448885,0.0588560529406628,0.0663765900711777,0.116524854074594,0.0892188525518985,0.187578310385502,0.151449476536622,0.131299301568181,0.0881409035181648,0.0664161555186775,0.0452596956251192,0.0582718824727824,0.0503803425384403,0.0445242621727188,0.0642378155653266,0.137744025764382,0.131934113014798,0.160824105573967,0.1586967704536,0.154507451443221,0.236358108396548,0.247761579613022,0.256617061526124,0.244061157704058,0.238016766857083,0.233151913715743,0.240020361369292,0.248820259878616,0.238277341588597,0.241441355457975,0.254124955921987,0.254950310653792,0.248427728586728,0.266138182419528,0.247824134195879,0.241428832217183,0.251186818984068,0.23330994265327,0.256840295587728,0.236314468920697,0.237092702667494,0.260586963040532,0.247599672791722,0.240881182037269,0.230850909500068,0.258919498013003,0.25456542410893,0.261367137586842,0.238575885367982,0.232801028082141,0.252632986459808,0.225830525096151,0.232547693291038,0.243952061787446,0.248254513598127,0.233732850120134,0.656565656565657,0.431078461381492,0.283031313028252,0.185828639867034,0.122008702943002,0.0801067241544965,0.0525953239398209,0.0345322833948319,0.0226727113198391,0.0148861235938338,0.00977371751110298,0.00641708725476458,0.0,0.0,0.0,0.0,0.0,0.452869931542917,0.0,0.0,0,0,0.0,0,1,3485
622,0.000791765665618302,0.000330827634143798,0.00202297235886955,0.00220559145150755,0.0024354899013093,0.00440059863737986,0.00620381390392281,0.00739925806735128,0.0346129504543384,0.00261348008848989,0.00294495205483995,0.00453468750138109,0.00103654234130815,0.000688360910107195,0.00299600553552723,0.00263572861373924,0.00396510732477465,0.00711350144766781,0.00443434401864679,0.0385645909863861,0.00472443877571827,0.00422506483001334,0.00580257278152995,0.00903425808363456,0.00124266150849456,0.00024063824726814,0.00220655747870918,0.00426151530148282,0.00467446461956907,0.00561728631175569,0.00594773678881985,0.065646033520753,0.00195585035341928,0.0048468339372128,0.00767612409555032,0.00715420142106245,0.182115005444278,0.203346650502824,0.187796627042502,0.188291371760732,0.182096610598981,0.179783114248056,0.188325100846432,0.189645862539452,0.179920521394806,0.179086108734144,0.201791910285139,0.190603951400545,0.171245082711105,0.18610766020884,0.18522729694004,0.198926792337271,0.182586741964901,0.188259803373507,0.192189911252325,0.187998940834463,0.190890996107525,0.175550669136106,0.169454951606696,0.177343932148121,0.180594914222175,0.187041104983743,0.180047422827569,0.194705128952461,0.169945270647081,0.175610040087323,0.181417645846162,0.171521182569867,0.170416541589389,0.182458521284502,0.194778681161613,0.199231945446395,0.121212121212121,0.014692378328742,0.00178089434287781,0.000215865980954887,2.61655734490772e-05,3.1715846604942e-06,3.84434504302327e-07,4.65981217336155e-08,5.64825717983218e-09,6.84637233919052e-10,8.29863313841275e-11,1.00589492586821e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,5061
629,0.0135862397270603,0.00989726003890386,0.0102926123081671,0.0103586744456729,0.00864940390893076,0.015529569177645,0.0117615818704604,0.0108859586790135,0.00771480245541097,0.00545907822556579,0.00666389789246309,0.00959219805145054,0.00693293919468224,0.0104237514550334,0.00892976132832869,0.00952917338935411,0.00757299733581999,0.0149936523013602,0.0139958988454862,0.0104319134843803,0.0104658801831294,0.0103004163886624,0.00829604698113585,0.00795142130292256,0.00847358175433384,0.00978286973301095,0.0125824302020225,0.0158036768525085,0.017237088076485,0.0179372699848459,0.0140778174393224,0.0119862057398789,0.00933318049636096,0.0116851171370394,0.0138738834904924,0.0112485605903224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,4391
630,0.00510631453554721,0.00113032781358374,0.00264933177253578,0.00186334466172518,0.00395292925473776,0.00540929978709572,0.00694721019301652,0.00770090660152472,0.0135090895037319,0.00540749648811446,0.0105905002987528,0.0150231530192217,0.00553105803235001,0.00123741081001628,0.00282123859474282,0.00368701651011485,0.00358645741953283,0.00772933477396207,0.00960312683092303,0.0193381137821091,0.00597257783927807,0.0144234977549207,0.0215790449351691,0.0203403515506644,0.00622309214839557,0.0017585102474421,0.00314139650624644,0.00348669440702898,0.00309466860531974,0.00515850347752837,0.0097583589884853,0.0195505874124901,0.00617636965872659,0.0161073028541845,0.0206544601516679,0.0171933961606103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202020202020202,0.000408121620242832,8.24488121702692e-06,1.66563256909635e-07,3.36491428100272e-09,6.79780662828833e-11,1.37329426834108e-12,2.7743318552345e-14,5.60471081865555e-16,1.13226481184961e-17,2.28740366030224e-19,4.62101749556007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,881
632,0.00294904036848068,0.00260986245773315,0.00303022612807522,0.00377992771357307,0.00296659367500926,0.00701657127922159,0.00753130640560845,0.0159518783569296,0.0604962795337387,0.00738480046504853,0.00577663666189545,0.00851454309047036,0.00275278487602116,0.00362208958960634,0.00354527297838486,0.00403994866783593,0.00323638494168525,0.0148051320323432,0.0144393314862719,0.0553598485385076,0.0145061532300987,0.0150062640952126,0.0155667415766868,0.0218372122862815,0.00170254406926253,0.00257297803132807,0.00268660989818204,0.00940472378233013,0.0073146714203346,0.0122416549024907,0.0115675563222883,0.088297455606983,0.00420908142909561,0.0226966546655863,0.0251037702784725,0.0207049308334921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95959595959596,0.920824405672891,0.883619379181057,0.847917586082832,0.813658289675445,0.780783207264316,0.749236411011213,0.718964232788537,0.689915172877889,0.662039812357571,0.635290729029992,0.609622416745952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3511
634,0.0134714909496197,0.0150710362558497,0.0127811216492733,0.0121459640653909,0.00705609279063662,0.0147758134997457,0.00891189812411286,0.0131305777119446,0.00944981491623685,0.0162826679279816,0.0189250926202077,0.0218731991326595,0.0108921912383558,0.0151603299555356,0.0135818914729986,0.0105879702572008,0.0110594346983139,0.0212525291124731,0.0188875350186916,0.019090029446519,0.0125646029374776,0.0315568636224082,0.0193419088373892,0.020903001282347,0.00955968689148855,0.0206486138428336,0.0155638093045982,0.0300844292003127,0.0188818065817038,0.0214396822601178,0.0161810100560536,0.018799709758199,0.0213656630164756,0.0377496600260761,0.0324387338007868,0.0229196734963818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838383838383839,0.702887460463218,0.589289487055021,0.494050782076432,0.414204191033776,0.34726209955357,0.291138931948953,0.244086175270334,0.204637904519573,0.171565111869945,0.143837417022277,0.120590965786354,0.181674565560821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,4435
639,0.0132993683950749,0.00906100123609763,0.00811728233832613,0.00556721692085304,0.0060090591148842,0.00636257820016669,0.00682331073526154,0.00733715365770914,0.0103773377235047,0.00599209040977743,0.0104394767180803,0.0161008073601233,0.00932888193020033,0.00647387083875279,0.0066161787883414,0.00515881928744667,0.0046795407923001,0.00800583102482591,0.0109334296733373,0.00946438868881198,0.00558426845220663,0.0153704945326868,0.0172562461828061,0.0151384874425167,0.00937377739957216,0.00959776332819738,0.00719236667532322,0.00928449285531783,0.00682774773660272,0.00671388771529734,0.00868414803870498,0.0101090156145037,0.0076175224312979,0.0163269486817368,0.0185648494667735,0.0168291307415164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202020202020202,0.000408121620242832,8.24488121702692e-06,1.66563256909635e-07,3.36491428100272e-09,6.79780662828833e-11,1.37329426834108e-12,2.7743318552345e-14,5.60471081865555e-16,1.13226481184961e-17,2.28740366030224e-19,4.62101749556007e-21,0.0,0.0847814639283834,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,3263
641,0.00492271703350374,0.00473267318169733,0.00386819398766481,0.00270755362125767,0.00220787420110077,0.00328105077293989,0.00374352837052463,0.00324715623241548,0.00518321268517282,0.0082273039788512,0.0112701049606539,0.0118542064730568,0.00626173523778444,0.00433503500645826,0.00466877514084623,0.00250807252684548,0.00205756908166417,0.00511518577087132,0.00310404077879052,0.0049616713316874,0.00592635083928333,0.0180512247653715,0.0148909397364109,0.0102232560448961,0.00510763231997936,0.00392425444939313,0.0040088597413751,0.00573100367031785,0.00378718193854361,0.00281983288665761,0.00292863849351337,0.00321208078445422,0.00992794257578296,0.0178791062743686,0.0186785677130681,0.0150369370373382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202020202020202,0.000408121620242832,8.24488121702692e-06,1.66563256909635e-07,3.36491428100272e-09,6.79780662828833e-11,1.37329426834108e-12,2.7743318552345e-14,5.60471081865555e-16,1.13226481184961e-17,2.28740366030224e-19,4.62101749556007e-21,0.0,0.0847814639283834,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,1,873
647,0.00800945605420351,0.00425481079971866,0.00709309959933994,0.00408414708377102,0.00596353589101612,0.00599678509781385,0.0047435724003911,0.0059087598689134,0.00860958929381496,0.00849381075728779,0.00605036611377112,0.00896267651362611,0.00851324099065228,0.00578550971230359,0.00797270383345542,0.00534654931686816,0.00687999683790682,0.00903640909075749,0.0115985802722508,0.0106055725273338,0.00915302264974212,0.0131705471623923,0.00842421731889165,0.00584944304297671,0.0128962821234172,0.00643244542243287,0.00530584400395548,0.00797531292043476,0.00967354481531604,0.0106638918316716,0.00921559954935848,0.00802324964097462,0.00457508848228184,0.0139840675262346,0.00811679020794949,0.00585741151799023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,1597
652,0.0395194319278798,0.0276424849860769,0.0278983970271747,0.0249612123557539,0.0227160654618731,0.027589646531068,0.0193902395916608,0.0215235017486917,0.0183431172261077,0.0281207016263624,0.0433908466236842,0.039179702520413,0.0259390471978236,0.0253874053349771,0.0266228366776841,0.0249831053042554,0.023819220216109,0.0390865537790446,0.0287123765459773,0.0185194382164342,0.0479747829371335,0.0684460464633932,0.0541456933005635,0.0441096849627519,0.0295499026061137,0.0230920161230498,0.0276324998498282,0.0446457216730545,0.0388673092416481,0.0333008824491659,0.0275224150196579,0.0206769005472791,0.0426512616696854,0.069817833987601,0.0701370306155625,0.0607014350827386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787878787878788,0.620752984389348,0.48907810891282,0.385334267628282,0.303596695707132,0.23919739661774,0.188458554910947,0.148482497808625,0.116986210394674,0.0921709536442886,0.0726195392348941,0.0572153945487044,0.181674565560821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,2376
